1,matt@kellock.com.au,My thing is broken,hstyles@student.rmit.edu.au,1,true,false,2021-04-14T21:26:24.985765400,2021-04-21T21:26:24.985765400
2,matt@kellock.com.au,My thing is broken too,hstyles@student.rmit.edu.au,0,true,false,2021-04-14T21:26:24.985765400,2021-04-21T21:26:24.985765400
3,matt@kellock.com.au,My thing is broken,hstyles@student.rmit.edu.au,1,true,false,2021-04-14T21:26:24.985765400,2021-04-21T21:26:24.985765400
4,matt@kellock.com.au,My thing is broken too,zmalik@student.rmit.edu.au,2,false,false,2021-04-14T21:26:24.985765400,-999999999-01-01T00:00
5,matt@kellock.com.au,My thing is broken,nhoran@student.rmit.edu.au,1,true,true,2021-04-14T21:26:24.985765400,2021-04-21T21:26:24.985765400
6,matt@kellock.com.au,My thing is broken too,lpayne@student.rmit.edu.au,1,true,true,2021-04-14T21:26:24.985765400,2021-04-21T21:26:24.985765400
7,matt@kellock.com.au,Desc,lpayne@student.rmit.edu.au,0,true,false,2021-04-15T16:48:59.570004400,2021-04-21T21:26:24.985765400
8,matt@kellock.com.au,Desc2,nhoran@student.rmit.edu.au,1,false,false,2021-04-15T16:49:12.996013700,-999999999-01-01T00:00
9,matt@kellock.com.au,Blah,lpayne@student.rmit.edu.au,0,true,false,2021-04-20T13:34:46.200584800,2021-04-21T21:26:24.985765400
10,matt@kellock.com.au,sdfgd,ltomlinson@student.rmit.edu.au,2,true,true,2021-04-20T13:40:24.099799,2021-04-22T06:31:07.436148900
11,zmalik@student.rmit.edu.au,sdsdf,zmalik@student.rmit.edu.au,2,true,true,2021-04-21T06:30:42.102091400,2021-04-22T07:04:52.064182500
12,matt@kellock.com.au,Test,hstyles@student.rmit.edu.au,0,false,false,2021-04-23T12:52:53.078,-999999999-01-01T00:00
